Postcode,Lat,Lon,Average Price
BH63JE,50.722985,-1.799129,146500.0
BH65AU,50.732095,-1.809689,270000.0
BH91AL,50.738284,-1.871307,105000.0
BH189AP,50.764966,-1.995305,355000.0
BH189AT,50.767106,-1.995972,250000.0
BH91AE,50.738599,-1.871235,136000.0
BH148DN,50.718662,-1.955305,492500.0
BH191RD,50.623887,-1.957629,785000.0
BH121NX,50.730424,-1.921571,240000.0
BH316JP,50.873881,-1.884622,360000.0
BH316EX,50.875611,-1.869993,236600.0
BH244HJ,50.836778,-1.716006,400000.0
BH148DR,50.717249,-1.952261,364000.0
BH220JN,50.826608,-1.885548,475000.0
BH255ET,50.766852,-1.650096,327500.0
BH212UF,50.808084,-1.949118,250000.0
BH77RN,50.740674,-1.833718,315000.0
BH212UB,50.806923,-1.947118,202500.0
BH233SX,50.739663,-1.763318,188500.0
BH14PZ,50.728948,-1.854827,176500.0
BH106EA,50.765826,-1.885043,250000.0
BH166EJ,50.747769,-2.082733,271000.0
BH107DR,50.772105,-1.887566,228000.0
BH151UJ,50.719118,-1.975052,82500.0
BH192PY,50.605850,-1.963736,485000.0
BH14PN,50.732905,-1.847858,114000.0
BH137JE,50.700560,-1.922797,650000.0
BH14PB,50.731264,-1.843853,158000.0
BH14PA,50.731039,-1.843769,157000.0
BH14PG,50.731453,-1.844037,165000.0
BH242SG,50.816823,-1.832909,695000.0
BH256DT,50.753119,-1.655826,135000.0
BH165JQ,50.741330,-2.024985,166000.0
BH122HA,50.735663,-1.930065,205000.0
BH88FL,50.732760,-1.868857,181000.0
BH63DE,50.721986,-1.803553,128500.0
BH51AJ,50.722549,-1.843401,147000.0
BH122HT,50.737283,-1.932188,196475.0
BH165JB,50.737482,-2.023792,144950.0
BH49BY,50.723820,-1.895019,143500.0
BH49BX,50.723801,-1.893928,475900.0
BH14EH,50.726474,-1.846646,90000.0
BH153NZ,50.735252,-1.952441,185000.0
BH233BY,50.743317,-1.747808,125000.0
BH14LH,50.728360,-1.837657,116666.66666666667
BH229PP,50.807938,-1.903234,245000.0
BH153NT,50.735964,-1.955360,154000.0
BH92DB,50.759050,-1.872328,167500.0
BH205BU,50.676701,-2.091580,390000.0
BH137QR,50.685880,-1.948457,275000.0
BH234BT,50.731938,-1.741706,339000.0
BH178US,50.741956,-1.962242,270000.0
BH89RL,50.737601,-1.863699,148000.0
BH13DX,50.718693,-1.867211,259950.0
BH241AS,50.851635,-1.789089,367500.0
BH213JB,50.771520,-2.015825,279000.0
BH237NY,50.750794,-1.767556,335000.0
BH241SZ,50.856968,-1.770511,233000.0
BH212BS,50.797038,-1.966966,287500.0
BH136BA,50.722427,-1.906157,230000.0
BH80BT,50.755521,-1.846240,178000.0
BH241SG,50.852077,-1.775606,327000.0
BH136BD,50.723781,-1.912643,180000.0
BH136BG,50.723393,-1.910986,167333.33333333334
BH220BX,50.820279,-1.869650,337500.0
BH37LJ,50.734946,-1.869375,102500.0
BH317NR,50.882835,-1.881530,375000.0
BH235RR,50.749895,-1.700061,317500.0
BH76HZ,50.730061,-1.832636,182250.0
BH241SL,50.853838,-1.779249,267000.0
BH149NA,50.722623,-1.929702,129500.0
BH165QW,50.742022,-2.026714,162000.0
BH124DY,50.737870,-1.921743,190000.0
BH107ED,50.768840,-1.886879,243000.0
BH179AN,50.751403,-1.979671,127000.0
BH255SS,50.762953,-1.654308,179000.0
BH179AH,50.752176,-1.981145,222000.0
BH229AY,50.804099,-1.885248,317500.0
BH136DP,50.716064,-1.911821,281000.0
BH105DF,50.753450,-1.893266,230000.0
BH149NW,50.721791,-1.935426,635000.0
BH177DS,50.742304,-1.999715,171250.0
BH206LW,50.696935,-2.251290,150000.0
BH188EY,50.751180,-1.998042,475000.0
BH213NZ,50.774668,-2.012820,190000.0
BH137JS,50.703798,-1.924590,360000.0
WV60LU,52.594601,-2.157969,206000.0
WV23JY,52.567950,-2.123909,55000.0
WV60LS,52.592507,-2.156957,49500.0
WV44JS,52.562469,-2.165804,153500.0
WV44JP,52.558311,-2.168901,128000.0
WV44JL,52.557530,-2.168514,208000.0
WV44JJ,52.559698,-2.167195,127000.0
WV67TL,52.591124,-2.208574,195000.0
WV109NA,52.606458,-2.120297,65000.0
WV68DS,52.586479,-2.196168,250000.0
WV106TU,52.616879,-2.134609,195000.0
WV106TQ,52.613563,-2.134038,162000.0
WV68DF,52.585497,-2.197684,322000.0
WV131BB,52.591602,-2.054524,122500.0
WV125ST,52.608398,-2.047811,143000.0
WV67TD,52.591566,-2.207705,195000.0
WV108AT,52.629004,-2.111643,138000.0
WV149JU,52.542655,-2.092564,100000.0
WV107UA,52.645436,-2.092590,158000.0
WV164DR,52.534971,-2.421855,100000.0
WV39RN,52.585555,-2.145051,67500.0
WV37HN,52.572633,-2.161711,98000.0
WV68RS,52.598862,-2.176942,174500.0
WV24NH,52.574692,-2.132885,85000.0
WV60QJ,52.597536,-2.140130,30000.0
WV100LZ,52.599147,-2.102944,190000.0
WV57AX,52.541150,-2.262037,400000.0
WV39LT,52.581138,-2.161595,400000.0
WV155DL,52.528886,-2.403371,148000.0
WV164JW,52.542373,-2.425804,243000.0
WV131HN,52.587867,-2.041413,130000.0
WV164JN,52.542325,-2.426836,195000.0
WV164JL,52.543041,-2.427536,285000.0
WV37AA,52.578536,-2.150576,127500.0
WV112TA,52.630254,-2.062240,155000.0
WV112EN,52.612605,-2.065508,95000.0
WV67BW,52.587384,-2.266711,175000.0
WV164SD,52.541731,-2.436842,82500.0
WV67PP,52.593924,-2.195759,110000.0
WV113BX,52.606289,-2.073591,95000.0
WV69PW,52.605872,-2.165836,150000.0
WV125NQ,52.608215,-2.028747,147000.0
WV132PA,52.587411,-2.058076,113500.0
WV67PB,52.595770,-2.193493,164500.0
WV44NB,52.565207,-2.175020,101000.0
WV164AT,52.533842,-2.420798,130000.0
WV164AS,52.538257,-2.415326,315000.0
WV46NY,52.559773,-2.111319,75000.0
WV59JL,52.535549,-2.186461,236000.0
WV46NA,52.551556,-2.111357,125000.0
WV109RF,52.603314,-2.108535,105000.0
WV50AH,52.524574,-2.196894,159950.0
WV38JP,52.578082,-2.191098,147500.0
WV81LA,52.621990,-2.179015,125000.0
WV149BN,52.550888,-2.104778,72000.0
WV81LE,52.623974,-2.180544,125000.0
WV95EG,52.660770,-2.140230,280000.0
WV132NU,52.585801,-2.058222,75000.0
WV81LS,52.622603,-2.177703,180000.0
WV131SP,52.588192,-2.059730,154000.0
WV106HA,52.628651,-2.130908,80000.0
WV45RH,52.558138,-2.143456,315000.0
WV95LU,52.623406,-2.142385,155000.0
WV45RA,52.556797,-2.151962,180000.0
WV45RF,52.556228,-2.147152,173950.0
WV95LR,52.623954,-2.142594,68500.0
WV111JH,52.610817,-2.090596,242500.0
WV67PA,52.596120,-2.193835,99950.0
WV81EE,52.632997,-2.198962,282000.0
WV68NR,52.593480,-2.175178,372500.0
WV146JG,52.578385,-2.073928,115000.0
WV37LH,52.571297,-2.178217,232500.0
WV58BG,52.537542,-2.199281,224950.0
WV112AA,52.637862,-2.033820,165000.0
WV67YJ,52.598572,-2.211296,179000.0
WV21ET,52.576763,-2.121322,83000.0
WV67YL,52.598777,-2.212021,208000.0
WV111XE,52.599005,-2.089833,35000.0
WV149DJ,52.542651,-2.086357,120000.0
WV140AF,,,157495.0
WV148XT,52.545440,-2.082425,83000.0
WV67YY,52.596268,-2.212260,308000.0
WV156NN,52.455396,-2.351633,134000.0
WV106QW,52.628718,-2.135104,85000.0
WV50JL,52.534499,-2.179394,120000.0
WV112HL,52.617433,-2.065013,85500.0
WV107JE,52.633069,-2.109526,225000.0
WV37ED,52.570623,-2.152556,146000.0
WV44PD,52.567906,-2.173128,74000.0
WV131EB,52.590767,-2.051438,42000.0
WV113TX,52.610942,-2.079328,117000.0
WV146QQ,52.571340,-2.082016,125000.0
WV125RZ,52.609560,-2.040222,83000.0
WV108BT,52.613249,-2.107305,83000.0
WV73LH,52.634030,-2.286972,190000.0
WV44BT,52.562075,-2.151508,62000.0
WV44BH,52.563842,-2.154627,180000.0
WV165PA,52.534459,-2.436622,325000.0
WV140TW,52.558656,-2.067641,131661.66666666666
WV82DP,52.622020,-2.188173,402000.0
WV95AJ,52.663589,-2.135316,160000.0
WV82DT,52.621934,-2.186134,170000.0
WV60TP,52.599043,-2.149850,44950.0
WV38BB,52.579834,-2.168128,218000.0
WV68JY,52.595051,-2.182388,150000.0
WV68JP,52.592293,-2.180915,149950.0
WV140LZ,52.567615,-2.086701,75500.0
WV165EL,52.536467,-2.440490,213500.0
WV45LD,52.553116,-2.155341,177500.0
WV108TH,52.632635,-2.112790,100000.0
WV165EY,52.525015,-2.425474,225000.0
WV106RX,52.623511,-2.136831,95500.0
WV148DW,52.553354,-2.064108,92000.0
WV112EY,52.614754,-2.065851,97000.0
WV23EL,52.569313,-2.127056,110000.0
WV23EJ,52.570240,-2.126277,68500.0
WV164BG,52.534987,-2.417211,188000.0
WV125DA,52.616631,-2.049784,108500.0
WV113HA,52.608705,-2.078202,60000.0
WV165BG,52.535830,-2.435397,350000.0
WV111BS,52.608937,-2.092069,130000.0
WV95DT,52.662513,-2.140857,162500.0
WV95DS,52.662490,-2.137560,165000.0
WV111BU,52.607758,-2.093971,125000.0
WV111BD,52.615732,-2.094623,115000.0
WV132AR,52.580562,-2.054378,50000.0
WV45SJ,52.557920,-2.145785,155000.0
WV67NZ,52.596869,-2.192155,190000.0
WV81BD,52.630655,-2.190826,222000.0
WV68QL,52.596487,-2.171735,183000.0
WV68QD,52.598725,-2.165691,285000.0
WV45EU,52.561619,-2.126650,149000.0
WV60PB,52.599166,-2.137242,95000.0
WV155LS,52.585212,-2.357145,175000.0
WV155EW,52.533095,-2.410751,167000.0
WV149UJ,52.547065,-2.097307,55000.0
WV24NG,52.574793,-2.130539,77000.0
WV149UW,52.547414,-2.099520,110500.0
WV155EF,52.535720,-2.405675,150000.0
WV155EG,52.535125,-2.406141,123500.0
WV155ED,52.532269,-2.405127,183625.0
WV81PT,52.630470,-2.199616,135000.0
WV81PY,52.628761,-2.194747,164500.0
WV148YS,52.546446,-2.070748,78650.0
WV133AW,52.593899,-2.062159,215000.0
WV148YW,52.542874,-2.074576,100000.0
WV46DA,52.558250,-2.105504,70000.0
WV37DX,52.571794,-2.150140,108150.0
WV148RQ,52.548605,-2.081414,118000.0
WV165AZ,52.537053,-2.440024,469000.0
WV60EZ,,,151000.0
WV165AE,52.535470,-2.440200,218000.0
WV58DL,52.540664,-2.197939,205000.0
WV46DX,52.562029,-2.111944,112500.0
WV69QJ,52.610548,-2.164924,295000.0
WV133HE,52.578535,-2.063436,124000.0
WV44AN,52.567441,-2.152072,200000.0
WV12AZ,52.588305,-2.093369,75000.0
WV148QS,52.547647,-2.076236,57000.0
WV50BZ,52.525967,-2.196767,162500.0
WV149LQ,52.540812,-2.092221,203000.0
WV39PA,52.588117,-2.152543,228000.0
WV111PD,52.600417,-2.089954,56000.0
WV125HW,52.612143,-2.030728,275000.0
WV50BS,52.526639,-2.198156,122000.0
WV149LF,52.538861,-2.093058,105355.0
WV50BD,52.526948,-2.201621,139975.0
WV12AA,52.591815,-2.099059,65000.0
WV44AP,52.567124,-2.154019,186000.0
WV68TE,52.602953,-2.182244,249950.0
WV108JZ,52.619857,-2.115711,120000.0
WV140UP,52.563421,-2.092770,59500.0
WV68TU,52.603998,-2.187003,517500.0
WV81AG,52.630763,-2.196411,161500.0
WV155AY,52.530717,-2.409550,195000.0
WV46QH,52.554884,-2.119360,181500.0
WV46QL,52.551230,-2.114527,195000.0
WV39BW,52.578470,-2.160360,242000.0
WV73DW,52.638371,-2.271913,239000.0
WV132LG,52.577121,-2.050906,218000.0
WV156DF,52.528640,-2.414763,145500.0
WV156DN,52.529933,-2.412505,160000.0
WV67DA,52.587112,-2.263581,171000.0
WV82LA,52.617250,-2.174062,177000.0
WV165HG,52.524782,-2.430306,550000.0
WV149QW,52.544640,-2.094235,115500.0
WV140LR,52.567812,-2.087808,60000.0
WV108QR,52.627178,-2.091782,105000.0
WV45AN,52.562373,-2.134958,149950.0
WV149QZ,52.545222,-2.097082,114300.0
WV57DH,52.554909,-2.291146,235000.0
WV140LL,52.562217,-2.079610,217000.0
WV149QH,52.542662,-2.095263,115000.0
WV148EE,52.555316,-2.059819,107500.0
WV44LF,52.560270,-2.169395,114500.0
WV124RA,52.601475,-2.049369,120000.0
WV133BS,52.589985,-2.069253,134000.0
WV38DN,52.573578,-2.173475,209950.0
WV109LW,52.606360,-2.119071,135000.0
WV58AL,52.538932,-2.201558,297500.0
WV39EU,52.581056,-2.168944,190000.0
WV125UW,52.606093,-2.055458,96500.0
WV125UT,52.611571,-2.048701,118500.0
WV39ED,52.587237,-2.171197,205000.0
WV30HS,52.576522,-2.143589,55000.0
WV111RZ,52.601593,-2.091168,105000.0
WV39EH,,,474995.0
WV95NT,52.620202,-2.145462,107500.0
WV149HR,52.539736,-2.100446,89000.0
WV100SL,52.606935,-2.099758,130000.0
WV125UH,52.606633,-2.052771,130000.0
WV111LE,52.608392,-2.088479,139500.0
WV100SS,52.605165,-2.098765,135000.0
WV149HB,52.543643,-2.104628,132500.0
WV100SZ,52.608951,-2.097976,154950.0
WV164QB,52.537468,-2.439660,235000.0
WV45BT,52.566467,-2.132433,130000.0
WV100EJ,52.590042,-2.111100,67000.0
WV149TE,52.537161,-2.094278,111000.0
WV39NX,52.586943,-2.149793,250000.0
WV44YP,52.569114,-2.177382,71500.0
WV146EG,52.574069,-2.087422,95000.0
WV149TT,52.535962,-2.098418,130000.0
WV155BD,52.529816,-2.404927,326000.0
WV107AJ,52.645503,-2.087032,162000.0
WV164HZ,52.540370,-2.430267,170000.0
WV113RT,52.604974,-2.063031,100000.0
WV107AP,52.643007,-2.094047,105000.0
WV81UY,52.616069,-2.157574,122000.0
WV46GA,52.556786,-2.123259,124995.0
WV140HX,52.568188,-2.089535,64000.0
WV149HP,52.540318,-2.102187,108000.0
WV125PS,52.604950,-2.034415,200000.0
WV125PG,52.603503,-2.034990,102000.0
WV109PX,52.606528,-2.112855,75000.0
WV132RA,52.582843,-2.037689,67500.0
WV124NA,52.596978,-2.052922,110000.0
WV23NR,52.570913,-2.118636,105000.0
WV95QR,52.623787,-2.153717,135000.0
WV100ND,52.601945,-2.100706,68000.0
WV39AP,52.580461,-2.176232,78500.0
WV39AQ,52.581048,-2.174080,112950.0
WV67NH,52.598483,-2.199957,161000.0
WV100NR,52.605103,-2.097731,150000.0
WV39AA,52.579800,-2.173411,140000.0
WV81JN,52.628383,-2.177711,122000.0
WV67NY,52.598054,-2.193607,154500.0
WV44EN,52.563743,-2.161383,153000.0
WV44SR,52.556640,-2.174337,230000.0
WV44RB,52.567680,-2.168214,73000.0
WV12LA,52.588113,-2.096320,105000.0
WV146HJ,52.578073,-2.083224,81000.0
WV166AB,52.493894,-2.434629,270000.0
WV156BT,52.526482,-2.409658,138750.0
WV164RY,52.541015,-2.438309,177000.0
WV37BJ,52.572622,-2.149656,156250.0
WV45NB,52.555181,-2.170305,322000.0
WV148TH,52.552989,-2.073222,70000.0
WV37BY,52.572726,-2.152947,152000.0
WV156BB,52.532923,-2.413565,125000.0
WV22DF,52.567853,-2.113272,88000.0
WV45NT,52.555029,-2.149537,255000.0
WV45NR,52.557934,-2.155875,136000.0
WV45NS,52.556491,-2.152551,85000.0
WV149PL,52.549675,-2.094246,53000.0
WV148TX,52.551338,-2.068441,110000.0
WV38AZ,52.580153,-2.171582,99500.0
WV166HR,52.459214,-2.392505,130000.0
WV125NF,52.609276,-2.025779,130000.0
WV112DE,52.629060,-2.058855,125000.0
WV14SQ,52.587788,-2.142756,57500.0
WV81QE,52.634770,-2.213422,365000.0
WV125BN,52.616188,-2.030746,170000.0
WV164LD,52.538559,-2.429040,240000.0
WV165AH,52.533038,-2.434249,230000.0
WV58ES,52.535353,-2.202043,148000.0
WV50DH,52.527653,-2.204779,160000.0
WV107DU,52.675780,-2.097934,160000.0
WV68ED,52.584400,-2.192203,450000.0
WV112NJ,52.620376,-2.058149,50000.0
WV164LL,52.541017,-2.432854,215000.0
WV58EN,52.538485,-2.194272,312000.0
WV58EH,52.532976,-2.193452,164000.0
WV125BP,52.615047,-2.030642,180000.0
WV58EJ,52.538321,-2.195776,320000.0
WV124EW,52.594547,-2.039190,125000.0
WV39DR,52.584864,-2.165136,850000.0
WV124EY,52.596596,-2.041495,206000.0
WV125TH,52.609155,-2.042806,125000.0
WV124EE,52.598630,-2.036669,93000.0
WV39DA,52.577413,-2.157124,83000.0
WV69NF,52.604612,-2.153383,110000.0
WV111DS,52.612136,-2.094926,135000.0
WV156PP,52.459572,-2.353183,167000.0
WV81DR,52.633978,-2.213772,230000.0
WV44DR,52.564791,-2.157301,143000.0
WV23JZ,52.567770,-2.124558,80000.0
WV45UD,52.565510,-2.143288,92000.0
WV124JU,52.600965,-2.041233,71500.0
WV38LS,52.575799,-2.179312,164000.0
WV23JG,52.568905,-2.130655,95000.0
WV124JA,52.599022,-2.044612,85000.0
WV44DL,52.562910,-2.158931,290000.0
WV124JD,52.598231,-2.045807,99950.0
WV100BH,52.597657,-2.111060,53000.0
WV133UJ,52.582270,-2.072001,93000.0
WV67JL,52.583921,-2.340723,432000.0
WV106EF,,,147000.0
WV82JY,52.619611,-2.176450,120000.0
WV60RS,52.595169,-2.149704,143000.0
WV82JP,52.622093,-2.182088,146000.0
WV82JR,52.619098,-2.176728,160000.0
WV73PD,52.636702,-2.278257,167000.0
WV149EY,52.543499,-2.104038,98000.0
WV38BZ,52.578935,-2.174559,135000.0
WV67XJ,52.593518,-2.206829,144000.0
WV38BD,52.581599,-2.165906,249950.0
WV67XP,52.592304,-2.212329,250000.0
WV149EH,52.538929,-2.085789,72500.0
WV112BW,52.626019,-2.063017,125000.0
WV148PL,52.555780,-2.066029,85000.0
WV164AD,52.533379,-2.419570,145000.0
WV125AR,52.612436,-2.041628,109000.0
WV12HY,52.583566,-2.094643,81500.0
WV112NQ,52.618821,-2.057571,114000.0
WV58HB,52.530447,-2.210968,329950.0
WV133JA,52.578579,-2.064808,137000.0
WV132QF,52.582958,-2.044138,82000.0
WV113AP,52.611532,-2.071709,160000.0
WV113JQ,52.603271,-2.069821,114655.0
WV149NJ,52.544133,-2.087186,123000.0
WV111RS,52.603210,-2.093725,120000.0
WV12AS,52.589141,-2.092736,87500.0
WV149NY,52.545463,-2.087837,108000.0
WV111RU,52.602114,-2.091907,95000.0
WV124EB,52.597559,-2.039872,80000.0
WV149NS,52.545716,-2.086687,50000.0
WV147BW,52.573530,-2.059445,88000.0
WV82EL,52.625577,-2.200849,209950.0
WV82EH,52.626871,-2.201091,270000.0
WV95BL,52.662287,-2.141788,190000.0
WV132JU,52.577857,-2.052736,215000.0
WV132JL,52.575966,-2.058386,170000.0
WV166PQ,52.455215,-2.418222,352475.0
WV166PP,52.447429,-2.447855,210000.0
WV113RR,52.606259,-2.064805,105000.0
WV81DS,52.633146,-2.211345,175000.0
WV73PJ,52.637268,-2.278689,137500.0
WV112PD,52.619317,-2.054248,103500.0
WV149SE,52.547850,-2.104122,110000.0
WV112PP,52.612419,-2.060309,88000.0
WS138SD,52.721441,-1.766975,269500.0
WS154TH,52.735110,-1.862264,215000.0
WS42ES,52.590791,-1.965528,243000.0
WS86BT,52.644890,-1.922566,93000.0
WS154TE,52.739153,-1.867924,153000.0
WS72DL,52.682333,-1.924274,136250.0
WS90DF,52.599167,-1.936421,125000.0
WS86BN,52.643308,-1.924002,104000.0
WS118ES,52.683299,-2.018530,99000.0
WS72DS,52.682566,-1.923386,143000.0
WS90DN,52.601429,-1.931516,299950.0
WS154TU,52.739632,-1.870470,137000.0
WS32DZ,52.610277,-2.004057,86500.0
WS32DB,52.625046,-2.015049,171000.0
WS33NE,52.620660,-1.997469,105000.0
WS33NF,52.621182,-1.996539,75000.0
WS67BY,52.661336,-2.025957,154950.0
WS33NU,52.625173,-2.004634,167000.0
WS67BS,52.659313,-2.028189,198000.0
WS33NQ,,,350000.0
WS109AL,52.551734,-2.014876,102000.0
WS149FS,52.673785,-1.829372,147000.0
WS117ZA,52.695580,-2.005753,113500.0
WS117ZF,52.694322,-2.006196,110000.0
WS110LQ,52.680699,-2.031235,105000.0
WS149FJ,52.672832,-1.829716,190000.0
WS151JG,52.746478,-1.916403,135000.0
WS122DP,52.694825,-1.990571,269950.0
WS54RS,52.554437,-1.970719,190000.0
WS20LU,52.595191,-2.019128,83000.0
WS124HX,52.715626,-2.020915,110000.0
WS152PN,52.762909,-1.943846,132000.0
WS12LA,52.581730,-1.969254,81000.0
WS20EJ,52.593112,-2.029534,160000.0
WS70BN,52.677749,-1.911858,160000.0
WS12LH,52.581137,-1.967336,95000.0
WS20ED,52.587323,-2.027213,122000.0
WS123YR,52.689180,-2.002067,200000.0
WS87DW,52.644426,-1.945371,160000.0
WS70BT,52.678714,-1.915598,133000.0
WS140HB,52.633694,-1.838319,780000.0
WS115HL,52.704255,-2.015152,143000.0
WS124AZ,52.716868,-2.009754,124000.0
WS120PF,52.703293,-1.950182,115000.0
WS29UX,52.585708,-2.005088,90000.0
WS124AE,52.709910,-2.003565,215000.0
WS90QJ,52.580948,-1.914177,299950.0
WS120PQ,52.713917,-1.969846,183000.0
WS136LS,52.675376,-1.842588,206000.0
WS79QD,52.681991,-1.889484,339000.0
WS79QB,52.681526,-1.891216,144000.0
WS41QE,52.618195,-1.948890,14500.0
WS136LF,52.684077,-1.822394,61191.0
WS100LH,52.553153,-1.978595,84000.0
WS98AB,52.605225,-1.920391,105000.0
WS117YW,52.690349,-2.003502,230000.0
WS109BF,52.567978,-2.021020,124950.0
WS98AF,52.619691,-1.923053,97000.0
WS107NP,52.546200,-2.037407,114000.0
WS90HH,52.594003,-1.915835,170000.0
WS98HN,52.619071,-1.922227,112500.0
WS90HT,52.601124,-1.917623,180000.0
WS29BZ,52.569877,-2.000379,115000.0
WS98HB,52.616612,-1.916146,205000.0
WS71AG,52.684110,-1.934064,170000.0
WS151BE,52.752295,-1.931548,122000.0
WS67FE,,,235750.0
WS74UX,52.674528,-1.920679,91500.0
WS53NH,52.566801,-1.951870,217500.0
WS107NQ,52.548016,-2.038367,143000.0
WS149QU,52.650980,-1.807303,138000.0
WS74UL,52.678772,-1.922239,135000.0
WS54PF,52.563852,-1.981526,79000.0
WS124DB,52.716500,-2.001864,91000.0
WS120FB,52.709484,-1.969020,169000.0
WS74UF,52.672635,-1.926568,85000.0
WS71JG,52.683871,-1.941401,132500.0
WS111QQ,52.687353,-2.050457,232500.0
WS71JW,52.683978,-1.939123,240000.0
WS124DD,52.717426,-2.001567,75000.0
WS124DE,52.715224,-1.999332,67500.0
WS86HR,52.649372,-1.931663,118750.0
WS111QA,52.686050,-2.049597,125000.0
WS138LA,52.691076,-1.792583,269995.0
WS138LB,52.688961,-1.796114,318000.0
WS125QB,,,195000.0
WS123EX,52.688901,-1.985275,164950.0
WS14LN,52.573050,-1.988870,85000.0
WS54LT,52.565603,-1.970563,220000.0
WS14LW,52.571962,-1.989741,138500.0
WS99JF,52.631216,-1.922442,136000.0
WS12PJ,52.579068,-1.963117,215000.0
WS149HS,52.672092,-1.821511,129000.0
WS53PF,52.574112,-1.956761,351000.0
WS41ES,52.607054,-1.965619,125000.0
WS115TF,52.706161,-2.014132,100000.0
WS41JF,52.608775,-1.952430,121571.0
WS13JA,52.575988,-1.976813,272500.0
WS137HD,52.691269,-1.835044,153500.0
WS42BN,52.593113,-1.974088,56000.0
WS149HN,52.673971,-1.809894,399950.0
WS137HE,52.690039,-1.836218,195000.0
WS114AN,52.697131,-2.032550,168000.0
WS34LD,52.621942,-1.971324,163000.0
WS35DZ,52.633658,-1.978379,149950.0
WS153LA,52.787455,-1.920522,140000.0
WS151EJ,52.744013,-1.927147,116000.0
WS98EU,52.601421,-1.950327,149950.0
WS74YE,52.669823,-1.929472,160000.0
WS151ES,52.743068,-1.925267,96000.0
WS67EU,52.667602,-2.028549,140000.0
WS32UG,52.623598,-2.020174,85000.0
WS33HZ,52.618395,-1.996007,80000.0
WS151LT,52.748785,-1.941064,78000.0
WS151LR,52.750115,-1.939774,95000.0
WS137RA,52.696906,-1.829386,155000.0
WS13AJ,52.578594,-1.974716,140000.0
WS41GD,52.599603,-1.971028,168328.33333333334
WS151LB,52.746728,-1.944933,95000.0
WS109PL,52.559519,-2.018242,75000.0
WS67JE,52.662069,-2.041763,120000.0
WS67JA,52.660694,-2.041170,211000.0
WS28RP,52.587587,-1.999641,90000.0
WS137JX,52.696496,-1.831991,158000.0
WS124RS,52.721479,-2.013100,137500.0
WS138BB,52.681107,-1.839002,158000.0
WS53RA,52.579333,-1.933336,250000.0
WS137JL,52.695147,-1.831375,135000.0
WS121BJ,52.704570,-1.994108,129950.0
WS99EU,52.626357,-1.915360,245000.0
WS86LL,52.652453,-1.913358,250000.0
WS90BB,52.596511,-1.930416,157000.0
WS71NB,52.683646,-1.940440,122500.0
WS123HW,52.690312,-1.988204,211000.0
WS90BN,52.601560,-1.924798,164950.0
WS149UG,52.682447,-1.803733,167000.0
WS99EA,52.632121,-1.895284,237000.0
WS90BW,52.601219,-1.924931,130000.0
WS136DD,52.690625,-1.813121,229950.0
WS149US,52.680584,-1.802647,285000.0
WS123HG,52.687614,-1.980512,60000.0
WS90BZ,52.598015,-1.934105,175250.0
WS29SX,52.580575,-2.005205,120000.0
WS41PT,52.616128,-1.950871,155000.0
WS149RU,52.676188,-1.807858,317500.0
WS79JW,52.676832,-1.900841,246000.0
WS29SF,52.575449,-2.015268,59500.0
WS149RF,52.678121,-1.819534,162000.0
WS152XW,52.769341,-1.953279,115000.0
WS138PE,52.710849,-1.770613,141000.0
WS98LL,52.615410,-1.907538,220000.0
WS41DH,52.620348,-1.959286,162000.0
WS34HQ,52.635335,-1.963986,135000.0
WS41NG,52.615207,-1.964903,110000.0
WS66GE,52.652240,-2.019345,162000.0
WS149LL,52.671363,-1.759831,420000.0
WS117GS,52.696003,-1.993960,116000.0
WS34HB,52.635047,-1.963203,135000.0
WS34HD,52.634265,-1.963484,245500.0
WS111NA,52.680820,-2.045449,141000.0
WS111NF,52.688434,-2.046331,154000.0
WS100TZ,52.562676,-1.994139,97500.0
WS70DU,52.674917,-1.911316,143000.0
WS138QL,52.689037,-1.755726,124950.0
WS33SQ,52.626594,-2.001192,180000.0
WS99PF,52.640555,-1.908431,120000.0
WS100TA,52.554306,-1.993491,105000.0
WS99PE,52.637547,-1.913136,162500.0
WS74TP,52.672866,-1.923388,120000.0
WS137UY,52.688042,-1.842424,155000.0
WS90PF,52.602391,-1.884399,270000.0
WS74TE,52.670939,-1.917713,205000.0
WS99NG,52.626733,-1.926587,96000.0
WS99NA,52.627066,-1.928492,172000.0
WS99NB,52.628486,-1.926480,217000.0
WS138FP,52.676639,-1.839093,307500.0
WS137NH,52.691627,-1.827749,160000.0
WS138FN,52.676056,-1.839953,147226.0
WS138FA,52.676261,-1.845631,400000.0
WS137NG,52.690383,-1.825461,280000.0
WS124HU,52.715572,-2.021507,115000.0
WS107JA,52.556793,-2.026899,57000.0
WS154RS,52.703725,-1.933694,330000.0
WS66HG,52.651656,-2.014895,138000.0
WS54SB,52.555505,-1.962901,155000.0
WS54SA,52.553385,-1.967843,95000.0
WS117JY,52.686959,-2.012896,149950.0
WS66HH,52.650191,-2.016328,62500.0
WS114BA,52.703756,-2.035308,105000.0
WS54SP,52.558304,-1.973725,227000.0
WS151HG,52.746913,-1.921513,123000.0
WS138TS,52.710292,-1.770853,205000.0
WS118JQ,52.670363,-2.022325,187495.0
WS151HH,52.745933,-1.920774,122000.0
WS151HZ,52.744141,-1.917148,109000.0
WS123TX,52.691670,-1.990853,117000.0
WS53DH,52.578429,-1.940052,291000.0
